"state1","state2","season","jaccard"
"Massachusetts","Indiana","summer",0.366188248354611
"Michigan","Indiana","summer",0.455414598271741
"Minnesota","Indiana","summer",0.376389674015451
"Mississippi","Indiana","summer",0.302068302068302
"Missouri","Indiana","summer",0.479131711409396
"Montana","Indiana","summer",0.133057183269347
"Nebraska","Indiana","summer",0.313885119855269
"Nevada","Indiana","summer",0.0820338342311691
"New Hampshire","Indiana","summer",0.339991454817347
"New Jersey","Indiana","summer",0.436034404708013
"New Mexico","Indiana","summer",0.120590121872996
"New York","Indiana","summer",0.400241408690713
"North Carolina","Indiana","summer",0.352958008441233
"North Dakota","Indiana","summer",0.150783457487799
"Ohio","Indiana","summer",0.508847991505928
"Oklahoma","Indiana","summer",0.315245232900104
"Oregon","Indiana","summer",0.144098479362781
"Pennsylvania","Indiana","summer",0.461799801126947
"Rhode Island","Indiana","summer",0.326625386996904
"South Carolina","Indiana","summer",0.311272531611515
"South Dakota","Indiana","summer",0.203777216408036
"Tennessee","Indiana","summer",0.439389761970407
"Texas","Indiana","summer",0.202979610515076
"Utah","Indiana","summer",0.125819255977107
"Vermont","Indiana","summer",0.360308836145267
"Virginia","Indiana","summer",0.421382113821138
"Washington","Indiana","summer",0.155876169071268
"West Virginia","Indiana","summer",0.444944560324953
"Wisconsin","Indiana","summer",0.436502627806976
"Wyoming","Indiana","summer",0.0967811856508074
"Alabama","Iowa","summer",0.233261710356682
"Alaska","Iowa","summer",0.079345703125
"Arizona","Iowa","summer",0.103137544032113
"Arkansas","Iowa","summer",0.316179879462216
"California","Iowa","summer",0.0755223479933784
"Colorado","Iowa","summer",0.199493670886076
"Connecticut","Iowa","summer",0.324630314232902
"Delaware","Iowa","summer",0.330995578594298
"Florida","Iowa","summer",0.137371257076598
"Georgia","Iowa","summer",0.241665897128082
"Hawaii","Iowa","summer",0.033418089357065
"Idaho","Iowa","summer",0.157686734290607
"Illinois","Iowa","summer",0.408240510435817
"Indiana","Iowa","summer",0.403534253207456
"Kansas","Iowa","summer",0.422521808088818
"Kentucky","Iowa","summer",0.362504622211266
"Louisiana","Iowa","summer",0.229791504069573
"Maine","Iowa","summer",0.27582904345744
"Maryland","Iowa","summer",0.30452942268424
"Massachusetts","Iowa","summer",0.278095573352108
"Michigan","Iowa","summer",0.35124562487132
"Minnesota","Iowa","summer",0.387943097014925
"Mississippi","Iowa","summer",0.239583333333333
"Missouri","Iowa","summer",0.398650306748466
"Montana","Iowa","summer",0.173493311267411
"Nebraska","Iowa","summer",0.421917371191578
"Nevada","Iowa","summer",0.102939321306926
"New Hampshire","Iowa","summer",0.304388174466393
"New Jersey","Iowa","summer",0.3072642353175
"New Mexico","Iowa","summer",0.145092460881935
"New York","Iowa","summer",0.268640023859231
"North Carolina","Iowa","summer",0.238972555615014
"North Dakota","Iowa","summer",0.246561690253139
"Ohio","Iowa","summer",0.341593416869272
"Oklahoma","Iowa","summer",0.302135605088108
"Oregon","Iowa","summer",0.128598517496983
"Pennsylvania","Iowa","summer",0.30733543417367
"Rhode Island","Iowa","summer",0.31284046692607
"South Carolina","Iowa","summer",0.231882559702264
"South Dakota","Iowa","summer",0.318107961725943
"Tennessee","Iowa","summer",0.308951303293595
"Texas","Iowa","summer",0.158584462261543
"Utah","Iowa","summer",0.151279873832343
"Vermont","Iowa","summer",0.314802182810368
"Virginia","Iowa","summer",0.28719512195122
"Washington","Iowa","summer",0.136028149673876
"West Virginia","Iowa","summer",0.347249065842031
"Wisconsin","Iowa","summer",0.400954653937947
"Wyoming","Iowa","summer",0.143782783091638
"Alabama","Kansas","summer",0.262402659900254
"Alaska","Kansas","summer",0.056364712847839
"Arizona","Kansas","summer",0.129503002001334
"Arkansas","Kansas","summer",0.382708585247884
"California","Kansas","summer",0.0787672764682202
"Colorado","Kansas","summer",0.217355793772333
"Connecticut","Kansas","summer",0.271055818562149
"Delaware","Kansas","summer",0.331066787549109
"Florida","Kansas","summer",0.164928382700598
"Georgia","Kansas","summer",0.261072261072261
"Hawaii","Kansas","summer",0.0397103198551599
"Idaho","Kansas","summer",0.144867656552615
"Illinois","Kansas","summer",0.373270440251572
"Indiana","Kansas","summer",0.350647848218417
"Iowa","Kansas","summer",0.422521808088818
"Kentucky","Kansas","summer",0.36033724340176
"Louisiana","Kansas","summer",0.287253765932793
"Maine","Kansas","summer",0.20996280852023
"Maryland","Kansas","summer",0.287015115643781
"Massachusetts","Kansas","summer",0.22871087176035
"Michigan","Kansas","summer",0.277202824257665
"Minnesota","Kansas","summer",0.294371826725721
"Mississippi","Kansas","summer",0.28875236294896
"Missouri","Kansas","summer",0.443047523258738
"Montana","Kansas","summer",0.157100511991377
"Nebraska","Kansas","summer",0.452357881136951
"Nevada","Kansas","summer",0.115297092288243
"New Hampshire","Kansas","summer",0.230063251891356
"New Jersey","Kansas","summer",0.2751975332434
"New Mexico","Kansas","summer",0.1821875
"New York","Kansas","summer",0.226255380200861
"North Carolina","Kansas","summer",0.236880078985342
"North Dakota","Kansas","summer",0.22305909617613
"Ohio","Kansas","summer",0.300811541929666
"Oklahoma","Kansas","summer",0.452559462254395
"Oregon","Kansas","summer",0.11512740201473
"Pennsylvania","Kansas","summer",0.26327303323517
"Rhode Island","Kansas","summer",0.266964285714286
"South Carolina","Kansas","summer",0.262232979059244
"South Dakota","Kansas","summer",0.300440528634361
"Tennessee","Kansas","summer",0.316932713679531
"Texas","Kansas","summer",0.21523083145548
"Utah","Kansas","summer",0.156794003868472
"Vermont","Kansas","summer",0.232821598729486
"Virginia","Kansas","summer",0.277495915383954
"Washington","Kansas","summer",0.117020384195957
"West Virginia","Kansas","summer",0.295977364989544
"Wisconsin","Kansas","summer",0.307408578353883
"Wyoming","Kansas","summer",0.136853284782279
"Alabama","Kentucky","summer",0.417059984553334
"Alaska","Kentucky","summer",0.0634843946275002
"Arizona","Kentucky","summer",0.0947678083631015
"Arkansas","Kentucky","summer",0.469724970105446
"California","Kentucky","summer",0.080046164626355
"Colorado","Kentucky","summer",0.148749487494875
"Connecticut","Kentucky","summer",0.388832280415733
"Delaware","Kentucky","summer",0.402420185375901
"Florida","Kentucky","summer",0.211822976971568
"Georgia","Kentucky","summer",0.414205472005798
"Hawaii","Kentucky","summer",0.0405563120015561
"Idaho","Kentucky","summer",0.117551020408163
"Illinois","Kentucky","summer",0.481994730164926
"Indiana","Kentucky","summer",0.47766323024055
"Iowa","Kentucky","summer",0.362504622211266
"Kansas","Kentucky","summer",0.36033724340176
"Louisiana","Kentucky","summer",0.339764419171405
"Maine","Kentucky","summer",0.28441194149469
"Maryland","Kentucky","summer",0.454357962697274
"Massachusetts","Kentucky","summer",0.340967534554806
"Michigan","Kentucky","summer",0.373271061613077
"Minnesota","Kentucky","summer",0.320597070972587
"Mississippi","Kentucky","summer",0.378128977513789
"Missouri","Kentucky","summer",0.513558754603281
"Montana","Kentucky","summer",0.113394533694972
"Nebraska","Kentucky","summer",0.295672514619883
"Nevada","Kentucky","summer",0.0761716822890972
"New Hampshire","Kentucky","summer",0.320026393929396
"New Jersey","Kentucky","summer",0.418820042604427
"New Mexico","Kentucky","summer",0.113653320069634
"New York","Kentucky","summer",0.349683321604504
"North Carolina","Kentucky","summer",0.405262755297177
"North Dakota","Kentucky","summer",0.134195634599838
"Ohio","Kentucky","summer",0.479878103432822
"Oklahoma","Kentucky","summer",0.363282848956201
"Oregon","Kentucky","summer",0.117884094072826
"Pennsylvania","Kentucky","summer",0.426938162396729
"Rhode Island","Kentucky","summer",0.324709411323585
"South Carolina","Kentucky","summer",0.38432799134795
"South Dakota","Kentucky","summer",0.185495991983968
"Tennessee","Kentucky","summer",0.551564905079528
"Texas","Kentucky","summer",0.221183306920232
"Utah","Kentucky","summer",0.110221968181385
"Vermont","Kentucky","summer",0.329685230024213
"Virginia","Kentucky","summer",0.462574462574463
"Washington","Kentucky","summer",0.122276470159586
"West Virginia","Kentucky","summer",0.485230081205131
"Wisconsin","Kentucky","summer",0.367204453250307
"Wyoming","Kentucky","summer",0.0849569551427277
"Alabama","Louisiana","summer",0.450219876868953
"Alaska","Louisiana","summer",0.0382906306135955
"Arizona","Louisiana","summer",0.104380440167009
"Arkansas","Louisiana","summer",0.429358186824825
"California","Louisiana","summer",0.077768629065459
"Colorado","Louisiana","summer",0.118442098528471
"Connecticut","Louisiana","summer",0.247913418325232
"Delaware","Louisiana","summer",0.301640522093162
"Florida","Louisiana","summer",0.345754953150705
"Georgia","Louisiana","summer",0.424810311728677
"Hawaii","Louisiana","summer",0.0671798460461861
"Idaho","Louisiana","summer",0.0761201378631216
"Illinois","Louisiana","summer",0.307745385544247
"Indiana","Louisiana","summer",0.277767441860465
"Iowa","Louisiana","summer",0.229791504069573
"Kansas","Louisiana","summer",0.287253765932793
"Kentucky","Louisiana","summer",0.339764419171405
"Maine","Louisiana","summer",0.173175650898423
"Maryland","Louisiana","summer",0.32322902197892
"Massachusetts","Louisiana","summer",0.227567408280536
"Michigan","Louisiana","summer",0.218745010378413
"Minnesota","Louisiana","summer",0.192206469139995
"Mississippi","Louisiana","summer",0.52882235058352
"Missouri","Louisiana","summer",0.351737220447284
"Montana","Louisiana","summer",0.0747880500605571
"Nebraska","Louisiana","summer",0.22076200993926
"Nevada","Louisiana","summer",0.0728509463722398
"New Hampshire","Louisiana","summer",0.188864628820961
"New Jersey","Louisiana","summer",0.299490229396771
"New Mexico","Louisiana","summer",0.109731876861966
"New York","Louisiana","summer",0.228042056673933
"North Carolina","Louisiana","summer",0.357729593724562
"North Dakota","Louisiana","summer",0.0986910994764398
"Ohio","Louisiana","summer",0.279450566506286
"Oklahoma","Louisiana","summer",0.375750051727705
"Oregon","Louisiana","summer",0.0838847385272145
"Pennsylvania","Louisiana","summer",0.2538551916581
"Rhode Island","Louisiana","summer",0.22325043377675
"South Carolina","Louisiana","summer",0.443121149897331
"South Dakota","Louisiana","summer",0.135827718960539
"Tennessee","Louisiana","summer",0.361717481508209
"Texas","Louisiana","summer",0.321336613835326
"Utah","Louisiana","summer",0.08640822045773
"Vermont","Louisiana","summer",0.188123103597746
"Virginia","Louisiana","summer",0.329952830188679
"Washington","Louisiana","summer",0.0827348260808337
"West Virginia","Louisiana","summer",0.257085828343313
"Wisconsin","Louisiana","summer",0.212962186635365
"Wyoming","Louisiana","summer",0.0600244091867303
"Alabama","Maine","summer",0.210091605346148
"Alaska","Maine","summer",0.147291013301611
"Arizona","Maine","summer",0.0866742759309459
"Arkansas","Maine","summer",0.220517113095238
"California","Maine","summer",0.0952845804507449
"Colorado","Maine","summer",0.183343475615057
"Connecticut","Maine","summer",0.441032342371774
"Delaware","Maine","summer",0.294327990135635
"Florida","Maine","summer",0.126710654936461
"Georgia","Maine","summer",0.230128567963128
"Hawaii","Maine","summer",0.0296851574212894
"Idaho","Maine","summer",0.163854890285588
"Illinois","Maine","summer",0.315864400747397
"Indiana","Maine","summer",0.320324078648355
"Iowa","Maine","summer",0.27582904345744
"Kansas","Maine","summer",0.20996280852023
"Kentucky","Maine","summer",0.28441194149469
"Louisiana","Maine","summer",0.173175650898423
"Maryland","Maine","summer",0.335189873417721
"Massachusetts","Maine","summer",0.44735673034207
"Michigan","Maine","summer",0.443679720822024
"Minnesota","Maine","summer",0.414381789963787
"Mississippi","Maine","summer",0.185059742214696
"Missouri","Maine","summer",0.264381062133871
"Montana","Maine","summer",0.174937114109307
"Nebraska","Maine","summer",0.226855042499426
"Nevada","Maine","summer",0.0835051546391753
"New Hampshire","Maine","summer",0.548705631171604
"New Jersey","Maine","summer",0.371381306865178
"New Mexico","Maine","summer",0.111328957463132
"New York","Maine","summer",0.394772018416753
"North Carolina","Maine","summer",0.27756059421423
"North Dakota","Maine","summer",0.155763688760807
"Ohio","Maine","summer",0.353094298429759
"Oklahoma","Maine","summer",0.184258750229064
"Oregon","Maine","summer",0.16969696969697
"Pennsylvania","Maine","summer",0.384793964016251
"Rhode Island","Maine","summer",0.38991825613079
"South Carolina","Maine","summer",0.221042298768517
"South Dakota","Maine","summer",0.190651260504202
"Tennessee","Maine","summer",0.284169210641082
"Texas","Maine","summer",0.125142376070916
"Utah","Maine","summer",0.132039420756235
"Vermont","Maine","summer",0.517586795674445
"Virginia","Maine","summer",0.308032890575585
"Washington","Maine","summer",0.19430072434928
"West Virginia","Maine","summer",0.382535912227124
"Wisconsin","Maine","summer",0.426229508196721
"Wyoming","Maine","summer",0.123058103975535
"Alabama","Maryland","summer",0.410888583616514
"Alaska","Maryland","summer",0.0721830985915493
"Arizona","Maryland","summer",0.0969736222326896
"Arkansas","Maryland","summer",0.384596044250754
"California","Maryland","summer",0.101746708416645
"Colorado","Maryland","summer",0.160220994475138
"Connecticut","Maryland","summer",0.476998223801066
"Delaware","Maryland","summer",0.403535353535354
"Florida","Maryland","summer",0.246077480458721
"Georgia","Maryland","summer",0.424929178470255
"Hawaii","Maryland","summer",0.0382720727548314
"Idaho","Maryland","summer",0.11508031647087
"Illinois","Maryland","summer",0.473228027541515
"Indiana","Maryland","summer",0.43784850304538
"Iowa","Maryland","summer",0.30452942268424
"Kansas","Maryland","summer",0.287015115643781
"Kentucky","Maryland","summer",0.454357962697274
"Louisiana","Maryland","summer",0.32322902197892
"Maine","Maryland","summer",0.335189873417721
"Massachusetts","Maryland","summer",0.485662541503169
"Michigan","Maryland","summer",0.427200374531835
"Minnesota","Maryland","summer",0.341823899371069
"Mississippi","Maryland","summer",0.329620084795079
"Missouri","Maryland","summer",0.434609388532825
"Montana","Maryland","summer",0.110894467462832
"Nebraska","Maryland","summer",0.259527643585615
"Nevada","Maryland","summer",0.0712470153277363
"New Hampshire","Maryland","summer",0.357091172214182
"New Jersey","Maryland","summer",0.553463919274146
"New Mexico","Maryland","summer",0.108226567768038
"New York","Maryland","summer",0.492095526404305
"North Carolina","Maryland","summer",0.513597733711048
"North Dakota","Maryland","summer",0.107995342518921
"Ohio","Maryland","summer",0.522590714007023
"Oklahoma","Maryland","summer",0.32159339324751
"Oregon","Maryland","summer",0.136782467936745
"Pennsylvania","Maryland","summer",0.554524361948956
"Rhode Island","Maryland","summer",0.339505564857678
"South Carolina","Maryland","summer",0.40261126621777
"South Dakota","Maryland","summer",0.152871543512439
"Tennessee","Maryland","summer",0.48642441145107
"Texas","Maryland","summer",0.253082569687665
"Utah","Maryland","summer",0.109051006508249
"Vermont","Maryland","summer",0.393934344275954
"Virginia","Maryland","summer",0.607707191228636
"Washington","Maryland","summer",0.146327789198281
"West Virginia","Maryland","summer",0.453657174762702
"Wisconsin","Maryland","summer",0.397682780663204
"Wyoming","Maryland","summer",0.0763241208180029
"Alabama","Massachusetts","summer",0.29576551455807
"Alaska","Massachusetts","summer",0.10092789777913
"Arizona","Massachusetts","summer",0.090250028542071
"Arkansas","Massachusetts","summer",0.27669647553919
"California","Massachusetts","summer",0.107164179104478
"Colorado","Massachusetts","summer",0.174517841542907
"Connecticut","Massachusetts","summer",0.531482310792656
"Delaware","Massachusetts","summer",0.315172603241461
"Florida","Massachusetts","summer",0.183950748328203
"Georgia","Massachusetts","summer",0.308304189810053
"Hawaii","Massachusetts","summer",0.0326530612244898
"Idaho","Massachusetts","summer",0.126200702850449
"Illinois","Massachusetts","summer",0.41079936474325
"Indiana","Massachusetts","summer",0.366188248354611
"Iowa","Massachusetts","summer",0.278095573352108
"Kansas","Massachusetts","summer",0.22871087176035
"Kentucky","Massachusetts","summer",0.340967534554806
"Louisiana","Massachusetts","summer",0.227567408280536
"Maine","Massachusetts","summer",0.44735673034207
"Maryland","Massachusetts","summer",0.485662541503169
"Michigan","Massachusetts","summer",0.472333411820108
"Minnesota","Massachusetts","summer",0.395844941494866
"Mississippi","Massachusetts","summer",0.228324130726757
"Missouri","Massachusetts","summer",0.335633626097867
"Montana","Massachusetts","summer",0.129282120897549
"Nebraska","Massachusetts","summer",0.234365719134493
"Nevada","Massachusetts","summer",0.0717960187877432
"New Hampshire","Massachusetts","summer",0.436849925705795
"New Jersey","Massachusetts","summer",0.494313210848644
"New Mexico","Massachusetts","summer",0.105783069475337
"New York","Massachusetts","summer",0.545305676855895
"North Carolina","Massachusetts","summer",0.397938936183832
"North Dakota","Massachusetts","summer",0.112598277798577
"Ohio","Massachusetts","summer",0.467068066671562
"Oklahoma","Massachusetts","summer",0.239005312868949
"Oregon","Massachusetts","summer",0.151367968029511
"Pennsylvania","Massachusetts","summer",0.508028447833419
"Rhode Island","Massachusetts","summer",0.363971301144076
"South Carolina","Massachusetts","summer",0.285641025641026
"South Dakota","Massachusetts","summer",0.15266019071384
"Tennessee","Massachusetts","summer",0.360436182669789
"Texas","Massachusetts","summer",0.195198705268837
"Utah","Massachusetts","summer",0.112967324109508
"Vermont","Massachusetts","summer",0.491199167606
"Virginia","Massachusetts","summer",0.442708701491482
"Washington","Massachusetts","summer",0.173142679515076
"West Virginia","Massachusetts","summer",0.388538879779063
"Wisconsin","Massachusetts","summer",0.441181190820093
"Wyoming","Massachusetts","summer",0.0865256495669554
"Alabama","Michigan","summer",0.275041163556531
"Alaska","Michigan","summer",0.128776109097186
"Arizona","Michigan","summer",0.102310231023102
"Arkansas","Michigan","summer",0.30237220180421
"California","Michigan","summer",0.114681069147678
"Colorado","Michigan","summer",0.213568787261339
"Connecticut","Michigan","summer",0.454966641957005
"Delaware","Michigan","summer",0.303246557442959
"Florida","Michigan","summer",0.161141651396524
"Georgia","Michigan","summer",0.290374370575786
"Hawaii","Michigan","summer",0.0317498788172564
"Idaho","Michigan","summer",0.165354330708661
"Illinois","Michigan","summer",0.480864939076712
"Indiana","Michigan","summer",0.455414598271741
"Iowa","Michigan","summer",0.35124562487132
"Kansas","Michigan","summer",0.277202824257665
"Kentucky","Michigan","summer",0.373271061613077
"Louisiana","Michigan","summer",0.218745010378413
"Maine","Michigan","summer",0.443679720822024
"Maryland","Michigan","summer",0.427200374531835
"Massachusetts","Michigan","summer",0.472333411820108
"Minnesota","Michigan","summer",0.512275112443778
"Mississippi","Michigan","summer",0.231303637106661
"Missouri","Michigan","summer",0.37972114366396
"Montana","Michigan","summer",0.177258451875115
"Nebraska","Michigan","summer",0.282801677885084
"Nevada","Michigan","summer",0.0891163883527733
"New Hampshire","Michigan","summer",0.428064123376623
"New Jersey","Michigan","summer",0.427598095550813
"New Mexico","Michigan","summer",0.125744155655583
"New York","Michigan","summer",0.503537568982595
"North Carolina","Michigan","summer",0.348038245961095
"North Dakota","Michigan","summer",0.148204903677758
"Ohio","Michigan","summer",0.508972797401543
"Oklahoma","Michigan","summer",0.255628058727569
"Oregon","Michigan","summer",0.179152207933592
"Pennsylvania","Michigan","summer",0.501488095238095
"Rhode Island","Michigan","summer",0.325279782449535
"South Carolina","Michigan","summer",0.260594708499181
"South Dakota","Michigan","summer",0.202647763994579
"Tennessee","Michigan","summer",0.372724369211115
"Texas","Michigan","summer",0.183137623297323
"Utah","Michigan","summer",0.144214738246082
"Vermont","Michigan","summer",0.498435277382646
"Virginia","Michigan","summer",0.39750091877986
"Washington","Michigan","summer",0.201636751255072
"West Virginia","Michigan","summer",0.418831482375664
"Wisconsin","Michigan","summer",0.577128166063607
"Wyoming","Michigan","summer",0.120515533326921
"Alabama","Minnesota","summer",0.227169918009613
"Alaska","Minnesota","summer",0.13531890442444
"Arizona","Minnesota","summer",0.106864588930682
"Arkansas","Minnesota","summer",0.26912206323971
"California","Minnesota","summer",0.106828689497156
"Colorado","Minnesota","summer",0.239199332777314
"Connecticut","Minnesota","summer",0.37450161382191
"Delaware","Minnesota","summer",0.259302949061662
"Florida","Minnesota","summer",0.130779392338177
"Georgia","Minnesota","summer",0.232237777944149
"Hawaii","Minnesota","summer",0.0285001781261133
"Idaho","Minnesota","summer",0.179746076177147
"Illinois","Minnesota","summer",0.4323358642251
"Indiana","Minnesota","summer",0.376389674015451
"Iowa","Minnesota","summer",0.387943097014925
"Kansas","Minnesota","summer",0.294371826725721
"Kentucky","Minnesota","summer",0.320597070972587
"Louisiana","Minnesota","summer",0.192206469139995
"Maine","Minnesota","summer",0.414381789963787
"Maryland","Minnesota","summer",0.341823899371069
"Massachusetts","Minnesota","summer",0.395844941494866
"Michigan","Minnesota","summer",0.512275112443778
"Mississippi","Minnesota","summer",0.197715670156615
"Missouri","Minnesota","summer",0.345909600298842
"Montana","Minnesota","summer",0.208390141583639
"Nebraska","Minnesota","summer",0.320527015057573
"Nevada","Minnesota","summer",0.0999251497005988
"New Hampshire","Minnesota","summer",0.395591269410359
"New Jersey","Minnesota","summer",0.340741355004561
"New Mexico","Minnesota","summer",0.143371757925072
"New York","Minnesota","summer",0.398310409830343
"North Carolina","Minnesota","summer",0.278350515463918
"North Dakota","Minnesota","summer",0.196822936846184
"Ohio","Minnesota","summer",0.412415588642096
"Oklahoma","Minnesota","summer",0.246459671035271
"Oregon","Minnesota","summer",0.173209993444533
"Pennsylvania","Minnesota","summer",0.39466936047867
"Rhode Island","Minnesota","summer",0.292099322799097
"South Carolina","Minnesota","summer",0.212359915543284
"South Dakota","Minnesota","summer",0.263041880969875
"Tennessee","Minnesota","summer",0.308398197460057
"Texas","Minnesota","summer",0.162946428571429
"Utah","Minnesota","summer",0.155331731657734
"Vermont","Minnesota","summer",0.468816120906801
"Virginia","Minnesota","summer",0.316899844548079
"Washington","Minnesota","summer",0.195996172812247
"West Virginia","Minnesota","summer",0.352716681731445
"Wisconsin","Minnesota","summer",0.573010664479081
"Wyoming","Minnesota","summer",0.150502041266689
"Alabama","Mississippi","summer",0.499125632765762
"Alaska","Mississippi","summer",0.0395333140487899
"Arizona","Mississippi","summer",0.0953498293515358
"Arkansas","Mississippi","summer",0.449994546842622
"California","Mississippi","summer",0.0723189961198712
"Colorado","Mississippi","summer",0.1136785973984
"Connecticut","Mississippi","summer",0.255267347129881
"Delaware","Mississippi","summer",0.327485380116959
"Florida","Mississippi","summer",0.336348625170508
"Georgia","Mississippi","summer",0.455121535987894
"Hawaii","Mississippi","summer",0.0576592951630819
"Idaho","Mississippi","summer",0.0793922318373918
"Illinois","Mississippi","summer",0.31873071837814
"Indiana","Mississippi","summer",0.302068302068302
"Iowa","Mississippi","summer",0.239583333333333
"Kansas","Mississippi","summer",0.28875236294896
"Kentucky","Mississippi","summer",0.378128977513789
"Louisiana","Mississippi","summer",0.52882235058352
"Maine","Mississippi","summer",0.185059742214696
"Maryland","Mississippi","summer",0.329620084795079
"Massachusetts","Mississippi","summer",0.228324130726757
"Michigan","Mississippi","summer",0.231303637106661
"Minnesota","Mississippi","summer",0.197715670156615
"Missouri","Mississippi","summer",0.36408263448558
"Montana","Mississippi","summer",0.0766694146743611
"Nebraska","Mississippi","summer",0.218206308227635
"Nevada","Mississippi","summer",0.0687343671835918
"New Hampshire","Mississippi","summer",0.205403745778324
"New Jersey","Mississippi","summer",0.311495351464072
"New Mexico","Mississippi","summer",0.102035708326381
"New York","Mississippi","summer",0.232379713914174
"North Carolina","Mississippi","summer",0.375634902585096
"North Dakota","Mississippi","summer",0.101802044109736
"Ohio","Mississippi","summer",0.286210709208656
"Oklahoma","Mississippi","summer",0.350763201320132
"Oregon","Mississippi","summer",0.0854935374395263
"Pennsylvania","Mississippi","summer",0.263023952095808
"Rhode Island","Mississippi","summer",0.239426523297491
"South Carolina","Mississippi","summer",0.4719005630511
"South Dakota","Mississippi","summer",0.138071191033379
"Tennessee","Mississippi","summer",0.392967361825493
"Texas","Mississippi","summer",0.277170274492301
"Utah","Mississippi","summer",0.082906954709115
"Vermont","Mississippi","summer",0.195679121657517
"Virginia","Mississippi","summer",0.341573033707865
"Washington","Mississippi","summer",0.0842323355004644
"West Virginia","Mississippi","summer",0.287390943082676
"Wisconsin","Mississippi","summer",0.221090473337328
"Wyoming","Mississippi","summer",0.0612731192556451
"Alabama","Missouri","summer",0.394260193532379
"Alaska","Missouri","summer",0.0595538131242416
"Arizona","Missouri","summer",0.111845768374165
"Arkansas","Missouri","summer",0.521619841966637
"California","Missouri","summer",0.0870081480571592
"Colorado","Missouri","summer",0.181301950456753
"Connecticut","Missouri","summer",0.370098039215686
"Delaware","Missouri","summer",0.371278672523182
"Florida","Missouri","summer",0.218109086291193
"Georgia","Missouri","summer",0.380548585272995
"Hawaii","Missouri","summer",0.0395331325301205
"Idaho","Missouri","summer",0.123073864201213
"Illinois","Missouri","summer",0.525788387857353
"Indiana","Missouri","summer",0.479131711409396
"Iowa","Missouri","summer",0.398650306748466
"Kansas","Missouri","summer",0.443047523258738
"Kentucky","Missouri","summer",0.513558754603281
"Louisiana","Missouri","summer",0.351737220447284
"Maine","Missouri","summer",0.264381062133871
"Maryland","Missouri","summer",0.434609388532825
"Massachusetts","Missouri","summer",0.335633626097867
"Michigan","Missouri","summer",0.37972114366396
"Minnesota","Missouri","summer",0.345909600298842
"Mississippi","Missouri","summer",0.36408263448558
"Montana","Missouri","summer",0.126354528726232
"Nebraska","Missouri","summer",0.353436018957346
"Nevada","Missouri","summer",0.0865198918501352
"New Hampshire","Missouri","summer",0.289473684210526
"New Jersey","Missouri","summer",0.400948036848225
"New Mexico","Missouri","summer",0.138101924506484
"New York","Missouri","summer",0.34592582379705
"North Carolina","Missouri","summer",0.376581347455134
"North Dakota","Missouri","summer",0.149396642182581
"Ohio","Missouri","summer",0.458762440501947
"Oklahoma","Missouri","summer",0.448849782677833
"Oregon","Missouri","summer",0.122841105354059
"Pennsylvania","Missouri","summer",0.403040295986488
"Rhode Island","Missouri","summer",0.300071275837491
"South Carolina","Missouri","summer",0.36329269445232
"South Dakota","Missouri","summer",0.211559836976658
"Tennessee","Missouri","summer",0.481463741737714
"Texas","Missouri","summer",0.261397849462366
"Utah","Missouri","summer",0.123291518442239
"Vermont","Missouri","summer",0.314712751050911
"Virginia","Missouri","summer",0.425649484536082
"Washington","Missouri","summer",0.126806927150422
"West Virginia","Missouri","summer",0.406029714781477
"Wisconsin","Missouri","summer",0.391875410451262
"Wyoming","Missouri","summer",0.098041385415514
"Alabama","Montana","summer",0.0745441957073621
"Alaska","Montana","summer",0.171072664359862
"Arizona","Montana","summer",0.132802354774478
"Arkansas","Montana","summer",0.101244230383303
"California","Montana","summer",0.123575227963526
"Colorado","Montana","summer",0.319521178637201
"Connecticut","Montana","summer",0.133667416649622
"Delaware","Montana","summer",0.118269488347174
"Florida","Montana","summer",0.0503448720428028
"Georgia","Montana","summer",0.0801984291029351
"Hawaii","Montana","summer",0.0264350453172205
"Idaho","Montana","summer",0.429275756545393
"Illinois","Montana","summer",0.138828828828829
"Indiana","Montana","summer",0.133057183269347
"Iowa","Montana","summer",0.173493311267411
"Kansas","Montana","summer",0.157100511991377
"Kentucky","Montana","summer",0.113394533694972
"Louisiana","Montana","summer",0.0747880500605571
"Maine","Montana","summer",0.174937114109307
"Maryland","Montana","summer",0.110894467462832
"Massachusetts","Montana","summer",0.129282120897549
"Michigan","Montana","summer",0.177258451875115
"Minnesota","Montana","summer",0.208390141583639
"Mississippi","Montana","summer",0.0766694146743611
"Missouri","Montana","summer",0.126354528726232
"Nebraska","Montana","summer",0.220045753503003
"Nevada","Montana","summer",0.223767013025026
"New Hampshire","Montana","summer",0.168375540457072
"New Jersey","Montana","summer",0.116803636999475
"New Mexico","Montana","summer",0.201478539115083
"New York","Montana","summer",0.126506840037925
"North Carolina","Montana","summer",0.0896447259708069
"North Dakota","Montana","summer",0.253307725138711
"Ohio","Montana","summer",0.126472011614777
"Oklahoma","Montana","summer",0.126358695652174
"Oregon","Montana","summer",0.257343487291069
"Pennsylvania","Montana","summer",0.125599381283836
"Rhode Island","Montana","summer",0.142087351106069
"South Carolina","Montana","summer",0.0776345291479821
"South Dakota","Montana","summer",0.283858998144712
"Tennessee","Montana","summer",0.105591700369263
"Texas","Montana","summer",0.0749294597136587
"Utah","Montana","summer",0.303706884213539
"Vermont","Montana","summer",0.167432150313152
